"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LOC109629024|LOC109629024",232.011649734082,2.82042724813804,0.497022573698357,5.67464617784092,1.3897560063874e-08,0.000244819418085205
"gene-LOC109626020|LOC109626020",3480.8370618654,1.2233865899185,0.254766210282572,4.80199704882993,1.57091008988743e-06,0.00376942372490562
"gene-LOC109632292|LOC109632292",516.090089967375,4.16176879082444,0.869632070380611,4.78566618294444,1.70421107247548e-06,0.00376942372490562
"gene-lin28a|lin28a",40.9330564809323,21.3846119517539,4.40859867812641,4.85065970233471,1.23051508736339e-06,0.00376942372490562
"gene-LOC109636810|LOC109636810",243.604745552813,4.67068014460004,0.992963393738122,4.70377878384493,2.5538996097764e-06,0.00376942372490562
"gene-LOC109637784|LOC109637784",183.213210972764,2.95988769582895,0.631390303596866,4.68788905842748,2.7603758287386e-06,0.00376942372490562
"gene-bco2|bco2",30.0500613054463,20.9550330809338,4.40903784411197,4.75274511624301,2.00673260343593e-06,0.00376942372490562
"gene-ulk2|ulk2",1656.05162445036,2.29038213111868,0.479979379836242,4.77183443151268,1.82555547402379e-06,0.00376942372490562
"gene-LOC109640890|LOC109640890",246.522645398651,1.67551430324823,0.357533572468589,4.68631320879785,2.78170461079548e-06,0.00376942372490562
"gene-LOC109641900|LOC109641900",368.181600889056,1.79979850965083,0.365977292588145,4.9177873767055,8.75279068777966e-07,0.00376942372490562
"gene-LOC109643392|LOC109643392",10983.4805757989,2.12438542199001,0.449267048903726,4.72855827547068,2.26119727873483e-06,0.00376942372490562
"gene-LOC109646396|LOC109646396",13544.5782359606,3.47994573420835,0.732227270375336,4.75254866214495,2.00868404144373e-06,0.00376942372490562
"gene-kcne1|kcne1",26.6268609172855,20.7864540598563,4.40925215411986,4.71428109196118,2.42565620041963e-06,0.00376942372490562
"gene-LOC109644593|LOC109644593",644.167380454475,1.59760473612141,0.343079340738048,4.6566626037131,3.21376472455202e-06,0.00404383424197918
"gene-LOC109644348|LOC109644348",260.650871541926,3.96111169136096,0.857846152789579,4.6175082542249,3.88375238248157e-06,0.00456107879798636
"gene-LOC109627976|LOC109627976",17.8374116824534,20.2305951250776,4.41017245743066,4.58725714705129,4.49107376941333e-06,0.00494467222012408
"gene-LOC109632994|LOC109632994",657.640128068155,3.91440607388882,0.896824961441582,4.36473809515371,1.27275155630631e-05,0.0131887008328777
"gene-LOC109633427|LOC109633427",28.9195831587194,8.12048699661216,1.87070533029663,4.34086911770575,1.41920243629629e-05,0.0138892611765531
"gene-angptl3|angptl3",805.835621513649,2.26528682337986,0.526479936966029,4.30270303638564,1.68726931198737e-05,0.0156436506315629
"gene-LOC109646207|LOC109646207",556.441613657527,-1.40911884217013,0.330418977739827,-4.26464258139459,2.00222453248685e-05,0.0176355936821441
"gene-LOC109630364|LOC109630364",2037.62968487875,3.24390007762623,0.772854798080233,4.19729564425822,2.70121211081807e-05,0.0218538090284313
"gene-cxcr4|cxcr4",178.789347271509,2.3796295466155,0.567259708297134,4.19495605242077,2.7292449967387e-05,0.0218538090284313
"gene-neurod2|neurod2",23.9300703682035,7.84226129478812,1.91750553764971,4.08982458762565,4.31699547760712e-05,0.0330644314493596
"gene-p4ha2|p4ha2",693.460233411929,3.63414097937385,0.897686609294824,4.04834041384292,5.15820866619627e-05,0.0378612516098806
"gene-cunh14orf180|cunh14orf180",1025.2565388112,0.97271777068962,0.241066965009484,4.03505213023008,5.4590175950221e-05,0.0384664215815637
"gene-ell|ell",251.313920951866,1.49156587185094,0.372627156793449,4.00283727221131,6.25873522529918e-05,0.040834770269952
"gene-LOC109640258|LOC109640258",13.1413034733597,6.98811974704997,1.74459460950793,4.00558370922687,6.18645197367868e-05,0.040834770269952
"gene-LOC109634790|LOC109634790",667.227388098792,5.98092643613803,1.50302104616362,3.97926991867747,6.91272230164015e-05,0.0434908985948903
"gene-LOC109632575|LOC109632575",461.854550705552,2.34474538592691,0.599103788854439,3.91375489447389,9.08718788457014e-05,0.0533599672581959
"gene-pdp1|pdp1",1849.43693046015,1.36870450655976,0.349633625262576,3.91468213485432,9.05233838079819e-05,0.0533599672581959
"gene-LOC109646726|LOC109646726",26.8809933818247,8.01138025236274,2.05780251960904,3.89317253527555,9.89417303752767e-05,0.0562244362029314
"gene-gadd45g|gadd45g",2050.66031987249,2.15946195142589,0.557899617699471,3.87069982290101,0.000108523358225118,0.0597421087029276
"gene-LOC109636704|LOC109636704",1571.99826358068,1.88090186179609,0.492325167920213,3.82044629110026,0.000133210412168269,0.0711101400229161
"gene-LOC109642598|LOC109642598",82.9254374513352,3.67509681000327,0.965885709645361,3.80489821239061,0.000141862515873409,0.0735014729301756
"gene-jun|jun",849.487990322456,2.29282088149976,0.60969661380338,3.76059310416176,0.000169510968079499,0.0785817161496963
"gene-LOC109646467|LOC109646467",348.159596459258,2.8721901006751,0.760180422733071,3.77830053863889,0.000157902249766006,0.0785817161496963
"gene-dennd3|dennd3",12.2671680877062,6.87714276223931,1.82709875008794,3.76396883961981,0.000167237732161896,0.0785817161496963
"gene-LOC109633746|LOC109633746",33.1218153131954,8.31449602529927,2.20785724636222,3.76586667412428,0.000165972347005635,0.0785817161496963
"gene-LOC109636958|LOC109636958",279.233807995066,1.81249788016795,0.483298988788738,3.75026209905902,0.000176649831212911,0.0797913699140163
"gene-kif20a|kif20a",12.0294225854422,6.8640599085742,1.83448364588778,3.74168498256217,0.000182790555970212,0.0805009608492813
