Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC109623724,180.4477788,0.931235723,0.343777805,2.708830266,0.006752087,0.452494226
nr4a3,134.5416906,6.897682191,2.54797466,2.707123544,0.0067869,0.452494226
mdga2,6.798207662,6.022105503,2.23517648,2.694241621,0.0070549,0.461272269
LOC109635290,2201.899,1.89398636,0.703529333,2.69212138,0.00709991,0.461272269
slc38a4,8774.461004,1.233083328,0.458100989,2.691728152,0.007108286,0.461272269
LOC109641808,5893.116507,1.373786541,0.510136008,2.69298093,0.007081632,0.461272269
LOC109647937,26.89587822,4.545096044,1.68565473,2.696338677,0.007010635,0.461272269
LOC109648036,118.1250956,2.265041452,0.840922872,2.693518667,0.007070219,0.461272269
dcaf17,65.9043856,-1.294770843,0.482536426,-2.683260319,0.007290821,0.47136511
ppig,137.4390089,-1.135077028,0.423285625,-2.681586528,0.007327396,0.471981654
ccnj,96.34333712,2.575819673,0.962504206,2.676164589,0.007447006,0.472146727
LOC109624442,232.7930519,-0.935164019,0.349372635,-2.676695101,0.007435226,0.472146727
eral1,247.7039443,-1.042589894,0.389157598,-2.679094275,0.007382161,0.472146727
dgcr8,488.9521722,-1.067271607,0.398928319,-2.675346814,0.007465198,0.472146727
dusp8,406.7572315,2.297903694,0.85810419,2.677884247,0.007408882,0.472146727
LOC109644228,43.07668838,4.39433159,1.643309772,2.674073789,0.007493596,0.472231819
slc25a16,501.0730447,2.493650616,0.93399202,2.669884283,0.007587739,0.474550491
phc3,5.896154388,-6.278902757,2.354721852,-2.666515686,0.007664203,0.474550491
LOC109624670,7614.742721,5.563757061,2.084025053,2.669716975,0.007591521,0.474550491
LOC109631096,126.0384458,-1.629997749,0.611565195,-2.66528861,0.007692228,0.474550491
LOC109632221,364.6837178,1.396131888,0.523831111,2.665232857,0.007693503,0.474550491
slc24a4,5.384627532,5.692120129,2.135496889,2.665478071,0.007687895,0.474550491
pnpla2,3484.806104,1.548948927,0.581875465,2.661993882,0.007767929,0.475778839
LOC109624528,1310.27739,1.907022402,0.716204876,2.662677212,0.007752174,0.475778839
ankrd9,184.657062,0.924318504,0.347491191,2.659976793,0.007814604,0.476964055
LOC109641995,89.30270038,1.2021103,0.452447108,2.656907908,0.007886098,0.478119626
LOC109647058,229.8045427,1.352906243,0.509233149,2.656752112,0.007889743,0.478119626
LOC109647272,58.82458245,4.342153966,1.635066113,2.655644277,0.007915706,0.478119626
sart1,1019.365444,-1.017476163,0.383309128,-2.654453259,0.007943704,0.478156221
LOC109642711,1906.812327,1.478961037,0.557815181,2.651345978,0.008017167,0.480919818
rhoq,245.9132549,-0.941389493,0.355376689,-2.648990551,0.008073259,0.480978863
LOC109640140,2931.507932,1.043476713,0.39375256,2.650082362,0.008047215,0.480978863
dis3l2,318.2851332,-0.987294258,0.373879793,-2.640672957,0.008274155,0.484469099
LOC109640123,185.1545203,1.409349516,0.533797401,2.640233008,0.008284904,0.484469099
LOC109644533,62.90440306,2.977532931,1.128472782,2.638550949,0.008326119,0.484469099
LOC109645446,26.24525048,2.362112549,0.893474427,2.643738285,0.008199603,0.484469099
nt5e,160.5677692,0.94155206,0.356788536,2.638963878,0.008315984,0.484469099
LOC109624057,14.93496835,7.158361113,2.707436161,2.643963029,0.008194161,0.484469099
LOC109637618,17.98512878,4.362130808,1.650868945,2.642324106,0.008233922,0.484469099
LOC109626438,16.9679794,3.48259742,1.321496863,2.635342933,0.008405232,0.487447584
ippk,289.608944,1.344272301,0.510769542,2.63185682,0.008491964,0.490846781
LOC109629467,92.78649596,-1.147340697,0.436619664,-2.627780632,0.008594392,0.493980036
ralgds,684.8480072,0.796729912,0.303233232,2.627449194,0.008602769,0.493980036
LOC109633012,254.9142674,0.871675114,0.332523993,2.621390136,0.008757198,0.499560959
nfyb,302.3212495,-0.862645799,0.32894501,-2.622462029,0.008729699,0.499560959
LOC109635951,341.9656511,2.539554042,0.969307412,2.619967628,0.008793811,0.500015544
faim2,35.8776277,4.104002232,1.568706831,2.616169032,0.008892252,0.503971297
LOC109643904,169.081691,1.311269504,0.502252441,2.610777762,0.009033658,0.510328579
LOC109628926,274.508339,-1.143972235,0.43838833,-2.609495185,0.009067592,0.510593193
LOC109638504,135.358099,1.76485152,0.676863878,2.607395043,0.009123404,0.512084027
LOC109647914,330.8198686,0.999984616,0.383772264,2.605671929,0.009169424,0.513017526
pmm1,1347.648755,1.293383007,0.49666276,2.604147343,0.009210315,0.513658982
LOC109635156,69.8443634,3.084514668,1.185826828,2.601151025,0.009291154,0.516517154
irak1,749.7384053,0.673421294,0.259323061,2.596843066,0.00940849,0.521379682
gas2l3,86.93268845,2.322084736,0.896104345,2.591310654,0.009561114,0.526494654
ciart,709.3713396,1.567564064,0.604797236,2.591883643,0.009545205,0.526494654
LOC109632184,241.6257445,1.46866714,0.569014442,2.581071819,0.009849409,0.532416002
LOC109634382,41.98796166,1.936057601,0.750121113,2.580993346,0.009851648,0.532416002
LOC109635067,5.809515792,-6.258090879,2.423578756,-2.582169391,0.009818138,0.532416002
csnk1d,1560.513033,0.981399938,0.380094199,2.581991358,0.009823204,0.532416002
creb3l2,588.2620206,1.131950312,0.43807344,2.583928193,0.009768213,0.532416002
hebp1,5.340285807,5.672844502,2.19702558,2.582056647,0.009821346,0.532416002
LOC109635483,556.8746857,1.0194124,0.395430784,2.577979361,0.009937993,0.534228983
LOC109632842,319.9343187,1.784968465,0.694536854,2.570012599,0.010169482,0.534228983
trip13,5.445299118,-6.164636752,2.398244009,-2.570479371,0.010155788,0.534228983
LOC109633415,897.2016924,-1.017491841,0.394778849,-2.57737172,0.009955483,0.534228983
slc3a2,723.5099451,0.879490201,0.341477797,2.575541394,0.010008329,0.534228983
map4k5,1827.412748,0.670731423,0.261058922,2.56927217,0.010191238,0.534228983
LOC109638733,169.9853374,1.484080054,0.577074073,2.571732338,0.010119109,0.534228983
LOC109639910,387.7021177,-0.981614285,0.381713832,-2.571597369,0.010123054,0.534228983
nfe2l1,1005.028715,1.343853578,0.522750485,2.570736165,0.010148261,0.534228983
rbm15b,274.3593818,0.978930703,0.380435526,2.573184244,0.010076755,0.534228983
get4,746.3406118,-0.845344476,0.329273862,-2.567299055,0.010249418,0.534587147
LOC109644114,4861.238421,1.422833417,0.554286427,2.566964204,0.01025932,0.534587147
LOC109640335,77.55599317,-1.447910068,0.564474343,-2.56505913,0.010315822,0.535931533
alpk2,109.772287,1.318480664,0.514313632,2.563573242,0.010360084,0.536633906
LOC109643865,113.5068958,1.812757294,0.708622151,2.558143703,0.01052326,0.541870264
sult6b1,11.07605972,3.63563434,1.421036591,2.558438229,0.01051435,0.541870264
LOC109623669,326.7615351,1.423035603,0.55675648,2.555939004,0.010590168,0.542117225
LOC109641260,12.34044777,6.891381189,2.695908029,2.556237495,0.010581087,0.542117225
chaf1a,61.66722005,-1.344292675,0.526566383,-2.552940557,0.010681772,0.545207661
LOC109636972,215.3044335,2.370863031,0.931137391,2.546201081,0.010890244,0.549953555
usp42,231.4988648,0.801254176,0.314976855,2.543850962,0.010963785,0.549953555
LOC109632735,1201.178429,1.303805946,0.512511281,2.543955605,0.010960501,0.549953555
frrs1l,5.480712465,5.708350224,2.243000674,2.54496144,0.010928981,0.549953555
LOC109639241,357.972005,1.612284811,0.632550118,2.54886493,0.010807415,0.549953555
LOC109643525,718.2821423,1.233839883,0.484988213,2.544061588,0.010957176,0.549953555
LOC109626332,114.746715,2.431334389,0.957788561,2.538487604,0.011133275,0.555349091
LOC109639589,1008.490722,1.18860748,0.468244378,2.538434063,0.011134978,0.555349091
LOC109639978,4632.628019,0.793237977,0.313521547,2.530090788,0.011403302,0.567111204
bphl,2256.220796,0.806985062,0.319522694,2.525595454,0.01155024,0.572786897
LOC109634703,97.5579554,1.328398061,0.526886041,2.521224623,0.011694717,0.578308735
sfrp5,286.3638129,1.408362625,0.558856853,2.520077578,0.011732897,0.578557779
LOC109625540,11.69005769,6.813385001,2.708327017,2.515717252,0.011879044,0.578988536
LOC109629890,106.9550984,-1.248000746,0.496441345,-2.513893652,0.011940643,0.578988536
arrdc3,7378.260336,-1.150482074,0.456982104,-2.517564833,0.011816922,0.578988536
LOC109642128,127.0713317,2.684513544,1.067672023,2.514361609,0.011924809,0.578988536
LOC109647257,86.08644981,-1.486129597,0.590290455,-2.517624305,0.011814927,0.578988536
LOC109629046,12.13343711,-7.320395388,2.909677182,-2.515878887,0.011873598,0.578988536
LOC109628387,101.8655069,1.735269126,0.691178498,2.510594777,0.012052796,0.579409499
LOC109624538,790.6509049,1.123062424,0.447437109,2.509989451,0.012073477,0.579409499
atp4b,11.57131161,6.789740964,2.705359063,2.509737453,0.012082095,0.579409499
LOC109646630,258.8734266,-1.448779729,0.576812241,-2.511700736,0.012015093,0.579409499
LOC109630478,37.20777539,1.621646305,0.646855242,2.506969411,0.012177125,0.580775663
aldoc,882.4240389,1.455046552,0.580204997,2.50781458,0.012148039,0.580775663
ttyh1,66.72818594,2.25869315,0.902096993,2.503825163,0.012285873,0.58277771
LOC109643142,178.6964362,0.883670408,0.352918302,2.503895103,0.012283445,0.58277771
mtr,1091.100775,0.570602575,0.228388881,2.498381591,0.012476181,0.590201149
LOC109627738,239.0951535,0.74511506,0.299347459,2.489131065,0.012805575,0.596090971
mthfd2,458.3528416,1.713092849,0.688112087,2.489554945,0.012790315,0.596090971
sf3b4,124.307065,-1.029333054,0.412774391,-2.493694076,0.012642145,0.596090971
LOC109639041,77.54903015,2.58021319,1.03637126,2.489661079,0.012786496,0.596090971
fam102a,215.6378928,1.507314157,0.605400405,2.489780555,0.012782199,0.596090971
LOC109641794,206.253685,2.63411741,1.057040537,2.491973882,0.012703538,0.596090971
mpv17l,482.0336774,1.943943119,0.78230646,2.484886956,0.012959258,0.60133075
LOC109634903,959.901761,1.698347279,0.68368039,2.484124606,0.012987036,0.60133075
LOC109630392,1144.406245,1.889960929,0.761150379,2.483032239,0.01302693,0.601582236
LOC109635977,970.8183448,0.612240066,0.24668784,2.481841288,0.013070548,0.602003908
LOC109625984,11.18426077,6.740107022,2.718758345,2.479112214,0.013170986,0.603451053
LOC109646439,1042.020559,1.295389097,0.522522057,2.479108932,0.013171107,0.603451053
ccnd1,136.0712026,-0.960109123,0.387450207,-2.478019381,0.013211397,0.603712419
LOC109627646,1084.827554,-0.946636102,0.383209,-2.470286716,0.01350048,0.613709311
LOC109633514,477.5125684,-0.883808611,0.357673532,-2.47099249,0.013473865,0.613709311
tbc1d2b,603.8714627,0.817594808,0.331291555,2.467901149,0.013590785,0.614020623
fam198b,57.15772326,-1.86030099,0.753976293,-2.467320269,0.013612854,0.614020623
grasp,117.8323208,1.274299383,0.516207815,2.468578246,0.013565099,0.614020623
lin37,88.86809388,-1.454474277,0.589803383,-2.466032444,0.013661896,0.614429754
LOC109642499,206.2100119,-0.80642606,0.327119278,-2.465235511,0.013692322,0.614429754
LOC109643913,124.3198031,2.074717375,0.842004398,2.464022017,0.013738767,0.614933129
LOC109647951,557.7159268,-1.051898254,0.427401881,-2.461145591,0.013849415,0.618300237
wisp2,75.6148764,1.69214537,0.688201444,2.458793691,0.01394047,0.620777673
LOC109625674,7482.62343,-0.745581824,0.303694143,-2.455041823,0.01408682,0.622865518
rin2,304.490256,-0.678821853,0.276522924,-2.454848385,0.014094402,0.622865518
LOC109642283,31.24572815,2.199021814,0.895538084,2.455531321,0.014067649,0.622865518
cib1,253.5718544,0.82655602,0.336971408,2.452896596,0.014171107,0.624673842
LOC109638614,1096.933703,1.167551836,0.476309815,2.451244548,0.01423632,0.625967745
LOC109638089,27.22882442,3.949998456,1.612856646,2.44906977,0.01432257,0.62817785
fam107b,998.7851596,0.673853753,0.275274828,2.447930886,0.014367921,0.628587556
LOC109640070,56.7045297,1.836750618,0.751333383,2.444654609,0.014499092,0.632740378
grina,693.0956884,2.026268558,0.829182553,2.443694156,0.014537745,0.632845074
rgs3,1188.761262,1.092713723,0.447566935,2.441453195,0.014628284,0.635202321
LOC109637362,69.96588628,2.67426614,1.096132565,2.439728756,0.014698293,0.635333893
sprtn,184.1719544,0.965339526,0.395698111,2.439585883,0.014704107,0.635333893
cby1,45.77062668,1.434142756,0.589356549,2.433404293,0.014957589,0.635540287
map3k10,500.3717635,0.611928837,0.251245131,2.435584864,0.014867737,0.635540287
col1a2,1763.154239,0.959854023,0.39392626,2.436633761,0.014824685,0.635540287
ctgf,235.1776326,1.834297767,0.752769275,2.436733044,0.014820616,0.635540287
LOC109637458,1154.440863,2.07453345,0.852883726,2.432375465,0.015000149,0.635540287
LOC109640728,191.7602339,-0.828331719,0.340430739,-2.433187206,0.014966561,0.635540287
pgap3,185.7952893,1.147776419,0.470933056,2.437239019,0.014799893,0.635540287
fam234b,391.2810027,0.900732812,0.370090528,2.433817522,0.014940525,0.635540287
LOC109642292,289.3348304,1.222439629,0.502905264,2.430755284,0.015067387,0.636843377
usp1,265.5942079,-1.123396308,0.462672134,-2.428061308,0.015179777,0.63996133
pcgf3,57.67679114,1.413276926,0.582436747,2.426489971,0.015245672,0.63996133
LOC109641480,243.0673938,-0.792540629,0.326637715,-2.426359823,0.015251141,0.63996133
LOC109638267,410.8199196,1.004500935,0.414179079,2.425281686,0.015296513,0.640325966
rnf157,236.0951868,0.775911222,0.320117656,2.423831388,0.015357734,0.641350736
arid3b,225.4556541,1.042530666,0.430516818,2.421579418,0.015453224,0.643798276
phlda2,63.61150805,2.177493008,0.900106486,2.419150447,0.015556805,0.645034632
LOC109643523,572.1546901,1.062886296,0.439250134,2.419774549,0.015530132,0.645034632
ube2a,856.2402733,0.732849791,0.304328914,2.408084668,0.016036461,0.654166282
stard7,638.4854929,1.012480041,0.420271814,2.409107649,0.01599158,0.654166282
LOC109626081,889.7554389,0.59185736,0.245764704,2.408227662,0.016030181,0.654166282
LOC109639806,103.6643159,1.189204431,0.493851855,2.408018556,0.016039366,0.654166282
LOC109642883,9.063340213,6.439936997,2.670886983,2.411160426,0.015901852,0.654166282
LOC109644061,962.9668994,-0.653136176,0.270700396,-2.412764024,0.015832066,0.654166282
rreb1,483.0523571,0.915498747,0.379578964,2.411879564,0.015870523,0.654166282
LOC109625415,255.1133787,0.917303102,0.381523134,2.404318428,0.016202653,0.659285571
dhodh,178.9668949,-0.830843157,0.345763848,-2.402920845,0.016264708,0.660271479
LOC109625451,117.5965265,1.594149492,0.664053203,2.400635199,0.016366644,0.662298014
LOC109638173,1726.430405,-1.072153368,0.44671161,-2.400101865,0.01639051,0.662298014
LOC109623955,265.7353217,-0.860866475,0.358963032,-2.398203711,0.0164757,0.662672377
hes1,138.2265397,0.922009091,0.384379937,2.398692027,0.016453747,0.662672377
LOC109632912,445.8948079,1.387936798,0.579050895,2.396916763,0.016533679,0.663475638
wnt8b,10.55275358,6.656022025,2.788952325,2.386567158,0.017006501,0.665617667
adal,50.67999023,-1.338486569,0.559261133,-2.393312338,0.01669702,0.665617667
dcaf4,191.3539534,0.732256349,0.306823234,2.386573991,0.017006185,0.665617667
LOC109632546,760.5088897,0.965494508,0.403574511,2.392357502,0.016740527,0.665617667
cunh21orf59,200.0153275,2.278129712,0.952899266,2.39073509,0.01681468,0.665617667
LOC109635923,48.15459475,1.631997393,0.683036932,2.389325256,0.016879351,0.665617667
lin9,93.38069056,-1.086074879,0.455032627,-2.386806606,0.016995429,0.665617667
LOC109636273,63.72006949,3.635459704,1.522945112,2.387124575,0.016980736,0.665617667
LOC109636681,136.5199976,1.281322749,0.53521353,2.394040277,0.016663919,0.665617667
hopx,664.0885458,0.815497132,0.341053254,2.391113773,0.016797347,0.665617667
LOC109644985,84.23568642,-1.046397028,0.438124601,-2.388354877,0.016923991,0.665617667
nuak1,522.426791,0.97307366,0.408046093,2.384715056,0.017092355,0.667481301
LOC109631133,73.72628379,2.585806524,1.084937066,2.383370064,0.017154939,0.66842996
cystm1,1068.529607,1.298012742,0.544885877,2.382173584,0.017210783,0.669112294
LOC109636610,43.99830859,2.45975547,1.034118215,2.378601821,0.017378437,0.669498395
LOC109628246,134.4993318,-1.555787162,0.654034181,-2.378755129,0.017371211,0.669498395
LOC109628072,193.3557495,2.166730219,0.91151348,2.377068763,0.017450835,0.669498395
isca2,347.3011239,0.91441913,0.384675688,2.37711703,0.017448551,0.669498395
LOC109629974,563.3011043,0.945299537,0.397593629,2.377552022,0.017427984,0.669498395
pak4,721.6574837,1.599166279,0.67228509,2.378702579,0.017373688,0.669498395
ints14,291.2138294,-0.717352733,0.302099968,-2.374554146,0.017570159,0.672598017
LOC109644403,267.2918808,0.909094049,0.383000803,2.37360873,0.017615206,0.6728469
dll1,48.23539734,1.277377375,0.538344637,2.372787405,0.017654422,0.672872474
LOC109631923,172.6027443,-0.90530499,0.382167712,-2.368868332,0.017842604,0.677925246
LOC109646229,147.8422106,1.6677554,0.704166307,2.368411244,0.017864666,0.677925246
tat,35694.89785,1.300889887,0.549670578,2.366671858,0.017948839,0.679591546
thnsl2,68.51658691,1.722935742,0.7282378,2.36589716,0.01798644,0.679591546
smad6,466.7868733,0.880798866,0.372416683,2.365089711,0.018025704,0.679604077
LOC109626235,45.09122266,1.398713157,0.593151272,2.3581053,0.018368482,0.683646226
LOC109626936,938.6127383,-0.536962495,0.227764708,-2.357531598,0.01839689,0.683646226
LOC109628574,693.7984953,-0.828889273,0.351421155,-2.358677789,0.018340172,0.683646226
LOC109630077,8.669713421,6.374959241,2.701619787,2.359680393,0.018290686,0.683646226
pfkfb3,2061.972219,3.874701919,1.642616472,2.358859773,0.018331181,0.683646226
LOC109635819,5978.082213,4.274646124,1.813050904,2.35770883,0.01838811,0.683646226
traf6,201.0962728,1.021969556,0.433529104,2.357326292,0.018407065,0.683646226
LOC109636490,596.1743561,1.331152263,0.565219383,2.355107243,0.018517361,0.684828491
LOC109640645,2172.95653,1.031816078,0.438026713,2.355600805,0.018492779,0.684828491
LOC109645098,85.93815972,1.517815344,0.644710567,2.35425852,0.018559698,0.684943115
fancf,38.09340557,-2.061967359,0.876750944,-2.351827931,0.018681415,0.687980531
LOC109640266,130.9463825,1.772754833,0.75540887,2.346748766,0.018938019,0.695962248
LOC109636466,224.679839,-0.935765929,0.399459748,-2.342578781,0.01915099,0.702310269
LOC109642302,184.8538779,1.32064876,0.566005869,2.333277503,0.019633585,0.704257747
