Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
LOC109643505,-0.245729591,0.608412339,-0.4038866,0.686296111,NA,24.76704317
LOC109643507,-1.065318893,1.179556545,-0.903152034,0.366445211,NA,5.797889866
LOC109643514,-0.253103703,0.486593085,-0.520154747,0.602955723,NA,59.4656019
LOC109643516,0.217814815,0.559821255,0.389079216,0.697217548,NA,32.49327843
LOC109643517,0.920513315,0.700530174,1.314023791,0.188838198,NA,26.04205235
LOC109643526,0.8151171,1.066458905,0.764321153,0.444675883,NA,6.890588573
LOC109643527,-0.031867216,0.433752995,-0.073468579,0.941433247,NA,53.38543051
LOC109643529,-0.114121364,0.626434521,-0.182176046,0.855444571,NA,18.84777859
LOC109643533,-0.088424525,0.539444685,-0.163917686,0.869795944,NA,55.67778422
LOC109643535,0.295369828,0.487881263,0.605413346,0.544904386,NA,58.08660769
LOC109643539,-1.084589993,0.757510673,-1.431781797,0.152206278,NA,35.65588002
LOC109643540,-0.102339739,0.607751633,-0.168390727,0.866275903,NA,24.79830374
LOC109643547,-0.207422205,1.022031175,-0.202950957,0.839173365,NA,16.70936848
LOC109643551,0.523132252,0.669627001,0.781229328,0.434667627,NA,18.48361671
LOC109643556,0.037730678,0.804329032,0.046909507,0.962585351,NA,19.80710361
LOC109643569,0.917416823,0.515907203,1.77825938,0.075361264,NA,55.4935948
LOC109643570,0.37362835,0.809859882,0.461349374,0.644547967,NA,45.70979876
LOC109643583,1.412244022,0.807977728,1.747874938,0.080485685,NA,29.03321785
LOC109643585,0.420591764,0.950054589,0.442702734,0.657980765,NA,11.98287762
LOC109643587,1.766015183,1.966790934,0.897917085,0.369229755,NA,6.804092858
LOC109643588,0.206023486,0.52554846,0.392016154,0.695046278,NA,42.13709377
LOC109643591,-0.423520991,1.219075453,-0.347411631,0.728282097,NA,5.505457879
LOC109643594,-1.898957007,0.960356221,-1.977346495,0.048002477,NA,10.25200906
LOC109643597,0.31705904,0.647541195,0.48963532,0.624391978,NA,37.28960617
LOC109643598,-0.023752244,0.513842168,-0.046224786,0.963131087,NA,49.1644182
LOC109643607,-0.89366385,1.098491614,-0.813537253,0.415910097,NA,8.13616581
LOC109643610,-0.761372437,0.626487068,-1.215304316,0.224250046,NA,42.1728062
LOC109643619,-0.536130113,0.451794856,-1.186667149,0.235358938,NA,59.96666538
LOC109643620,-0.220465123,0.508526648,-0.433537011,0.664624684,NA,62.21943699
LOC109643623,0.889976912,1.089757226,0.816674476,0.414114481,NA,13.62882047
LOC109643624,0.670684779,0.677644551,0.989729465,0.322306369,NA,39.31509375
LOC109643627,0.667188242,0.810349133,0.823334307,0.410317909,NA,22.42992121
LOC109643635,-1.29676906,1.027106381,-1.262546007,0.206752382,NA,8.133901788
LOC109643653,0.222767734,0.54425592,0.409306957,0.682314411,NA,33.29694828
LOC109643655,1.578612147,0.710345962,2.222314523,0.026262057,NA,17.47824432
LOC109643656,1.799357794,0.834549674,2.156082318,0.031077238,NA,25.80161649
LOC109643659,-0.450092917,1.361443166,-0.330599858,0.740946754,NA,4.287788166
LOC109643660,0.799474801,0.962586708,0.830548349,0.406228824,NA,20.49326981
LOC109643664,0.960377983,1.110096294,0.865130338,0.386967255,NA,7.475308853
LOC109643665,0.262645709,0.730729926,0.35942925,0.719273996,NA,28.26706265
LOC109643666,0.740504104,0.702639429,1.053889199,0.291933649,NA,17.28525981
LOC109643673,-0.032376842,0.571433512,-0.056658984,0.954816848,NA,47.64231733
LOC109643674,1.907123974,0.964908201,1.976482293,0.048100179,NA,9.970373567
LOC109643676,1.26303757,1.293622931,0.976356819,0.328887672,NA,4.382307074
LOC109643678,-0.687205417,0.774129897,-0.887713315,0.374694982,NA,23.04991438
LOC109643681,0.481866129,0.557129996,0.864907889,0.387089347,NA,36.69298558
LOC109643683,0.891744774,0.622641638,1.432195857,0.152087777,NA,38.6603862
LOC109643684,0.324911577,0.488988939,0.664455884,0.506398576,NA,55.17534401
LOC109643690,0.74035352,0.567617728,1.304317121,0.19212548,NA,37.13651053
LOC109643695,0.872273212,0.900435662,0.968723529,0.33268315,NA,9.899767379
LOC109643705,-0.404438792,0.657183376,-0.615412389,0.538282412,NA,33.35936565
LOC109643707,0.271487884,0.5013804,0.541480847,0.588176195,NA,33.92574578
LOC109643710,0.306620485,0.627304269,0.488790687,0.624989892,NA,32.96922508
LOC109643714,0.081579037,1.013584921,0.080485646,0.935851012,NA,7.318754242
LOC109643724,-0.683582904,0.89426451,-0.764407953,0.444624171,NA,9.906985632
LOC109643725,-0.633371638,0.941380589,-0.672811449,0.501067253,NA,11.97593174
LOC109643729,0.261606787,0.693838665,0.377042676,0.70614189,NA,21.7338265
LOC109643740,-0.077333531,0.569426532,-0.135809498,0.891971882,NA,27.31159554
LOC109643741,-0.682073855,1.04176999,-0.654725958,0.51264421,NA,7.941566757
LOC109643749,0.567171829,0.882554388,0.642648019,0.520452517,NA,11.03284641
LOC109643750,-0.624534886,0.597683082,-1.044926492,0.296056944,NA,24.52255139
LOC109643753,0.8291542,0.561603262,1.476405597,0.139835041,NA,39.18875145
LOC109643762,0.033571751,0.591035976,0.056801536,0.95470329,NA,23.91562296
LOC109643765,0.17307459,0.653987913,0.264644938,0.791282999,NA,18.23626575
LOC109643776,1.265287995,0.692411825,1.827363354,0.067645155,NA,54.74807041
LOC109643784,1.635855859,1.25958919,1.298721735,0.194039442,NA,14.88011565
LOC109643785,-0.101232162,0.512262116,-0.197617898,0.843344031,NA,40.85392915
LOC109643788,0.035785368,0.8163494,0.043835848,0.965035252,NA,10.50780894
LOC109643794,-0.042264922,0.785743241,-0.053789737,0.957102687,NA,11.09250189
LOC109643795,-0.763584951,0.719767248,-1.060877601,0.28874553,NA,15.91972951
LOC109643803,-0.48134743,0.524503711,-0.917719781,0.358765589,NA,60.20019939
LOC109643806,0.590512467,0.691756335,0.853642297,0.393303215,NA,15.89587795
LOC109643812,-0.584757227,1.389757882,-0.420761943,0.673928924,NA,5.99922969
LOC109643818,-0.077919167,0.613503784,-0.127006824,0.898934998,NA,30.252451
LOC109643826,0.013543672,0.542512221,0.024964731,0.980083096,NA,30.79484003
LOC109643847,-0.634192406,0.435341982,-1.456768315,0.145180345,NA,50.67204082
LOC109643848,-0.625433148,1.567748289,-0.398937222,0.689939462,NA,4.848619644
LOC109643849,0.219517907,0.519400393,0.422637161,0.67256001,NA,38.26557123
LOC109643850,-0.170097562,0.931407673,-0.182624179,0.855092911,NA,7.874324064
LOC109643852,0.699244146,0.677648437,1.031868602,0.302133676,NA,23.48484081
LOC109643853,-0.11345117,0.602271809,-0.188372041,0.850585015,NA,42.09000361
LOC109643854,-0.331408966,0.56322003,-0.588418289,0.556251565,NA,25.57917405
LOC109643855,0.139729339,0.623751528,0.224014423,0.822746081,NA,26.00830567
LOC109643860,-0.103595018,0.493030031,-0.210119082,0.833574732,NA,47.43123398
LOC109643865,1.858728637,0.738773475,2.515965583,0.011870677,NA,50.85437234
LOC109643869,-0.078782785,1.366492576,-0.057653284,0.954024806,NA,4.032384698
LOC109643870,-0.702486922,0.503320914,-1.395703818,0.162803704,NA,35.4099431
LOC109643871,0.162516598,0.946938579,0.171623167,0.863733793,NA,9.600303931
LOC109643872,0.220041142,0.795755849,0.27651841,0.782149922,NA,13.50009115
LOC109643873,0.769351752,0.623725803,1.233477512,0.217397662,NA,33.66576617
LOC109643874,-0.097466343,0.669610487,-0.145556775,0.884271293,NA,18.58204151
LOC109643876,0.015472394,0.925876226,0.016711082,0.986667106,NA,14.12519343
LOC109643879,0.38674905,1.208318373,0.320072142,0.748913643,NA,11.8753335
LOC109643880,0.856678202,1.001225955,0.855629239,0.392202892,NA,7.701301846
LOC109643909,0.041606696,0.57869928,0.07189692,0.942683941,NA,35.33036229
LOC109643912,0.274846188,0.737666487,0.372588688,0.709454594,NA,39.96782156
LOC109643913,1.997446948,0.775754398,2.574844503,0.010028516,NA,46.21564603
LOC109643915,0.538261976,0.566086155,0.950848154,0.341681464,NA,36.59828034
LOC109643917,-0.412992432,0.646406352,-0.638905282,0.522884552,NA,43.39327333
LOC109643921,0.541684889,0.758728072,0.713938115,0.475265447,NA,14.28798776
LOC109643925,0.645101144,0.534762082,1.206332997,0.22768912,NA,45.62924191
LOC109643927,-0.414381453,1.017392894,-0.407297373,0.683789592,NA,14.64468721
LOC109643933,-0.951965674,1.37434546,-0.692668402,0.488517673,NA,4.00969127
LOC109643939,-0.128444215,1.201805026,-0.106876084,0.914887287,NA,6.277453159
LOC109643943,0.202318756,1.211182687,0.167042312,0.867336757,NA,7.278940116
LOC109643946,-0.142943608,0.626577135,-0.228134095,0.819541995,NA,24.09013963
LOC109643948,1.600727063,1.564368053,1.023241979,0.306193449,NA,9.455914155
LOC109643953,1.873395854,0.942319207,1.988069265,0.04680403,NA,30.74045083
LOC109643954,1.135102295,1.07226975,1.058597704,0.289783033,NA,9.657667745
LOC109643959,0.553741962,0.510376057,1.084968533,0.277935592,NA,44.05443192
LOC109643965,0.41907019,1.194527225,0.350825148,0.72571953,NA,6.714474798
LOC109643979,0.403663537,0.538043624,0.750243139,0.453108281,NA,33.83137026
LOC109643980,0.531939218,1.002881884,0.530410636,0.595827253,NA,7.192271702
LOC109643991,0.334203479,1.066135708,0.3134718,0.753922242,NA,20.90032228
LOC109643993,0.101133821,0.61555193,0.16429779,0.869496722,NA,22.17295671
LOC109644001,-0.363748976,0.640010572,-0.568348387,0.569798429,NA,26.1338991
LOC109644010,0.158788624,0.966259257,0.164333354,0.869468726,NA,7.044051628
LOC109644011,-0.977718289,0.907937554,-1.076856315,0.281544462,NA,10.53545653
LOC109644012,0.452770806,0.92997345,0.486864228,0.62635455,NA,10.88177574
LOC109644013,-0.025157492,0.460354832,-0.054648045,0.956418861,NA,43.43359487
LOC109644016,0.650287075,0.848179246,0.766685908,0.443268284,NA,36.47214149
LOC109644024,-0.505370342,0.458232621,-1.102868539,0.270084258,NA,57.71603091
LOC109644033,-0.362839048,0.640909621,-0.56613138,0.571304473,NA,32.65721723
LOC109644034,-0.422221496,0.580725919,-0.727058122,0.467190351,NA,32.46280815
LOC109644035,0.341687707,0.518500927,0.658991507,0.509901222,NA,49.92163884
LOC109644040,0.219790021,0.454877388,0.483185198,0.628964244,NA,57.12846787
LOC109644043,0.092749474,0.469370247,0.197604076,0.843354845,NA,61.55496157
LOC109644044,0.617267035,0.755421799,0.81711573,0.413862294,NA,13.07281984
LOC109644056,1.966207554,1.263857059,1.555719881,0.119774717,NA,10.25201364
LOC109644063,2.239151694,1.245223603,1.79819246,0.072146514,NA,9.124045817
LOC109644065,0.859026935,0.866956183,0.990853923,0.321756914,NA,14.87767563
LOC109644072,-0.236799435,0.715215291,-0.331088329,0.740577767,NA,18.71544784
LOC109644073,-0.685581094,0.773819359,-0.885970461,0.375633445,NA,50.55526097
LOC109644074,0.89952543,1.110351038,0.810127067,0.417867149,NA,5.779941476
LOC109644081,-0.032407712,0.978808264,-0.033109357,0.973587381,NA,7.010316599
LOC109644088,0.375874453,0.700605443,0.536499477,0.591613398,NA,28.15605047
LOC109644096,-0.081888778,1.485925002,-0.055109631,0.956051124,NA,7.77797199
LOC109644098,-0.391546115,0.565090171,-0.692891393,0.488377712,NA,38.10331743
LOC109644106,0.335005563,1.117626128,0.299747433,0.764369815,NA,6.452978642
LOC109644108,0.027797556,0.529379306,0.052509714,0.958122556,NA,45.8415159
LOC109644110,0.073948058,0.73606003,0.100464711,0.919975398,NA,23.14313855
LOC109644122,-0.462147795,1.174072027,-0.393628146,0.693855598,NA,23.44778698
LOC109644128,-0.267437728,0.46230288,-0.578490292,0.56293315,NA,50.88011776
LOC109644131,1.505067735,0.919880687,1.63615538,0.101807072,NA,12.77629738
LOC109644132,1.551998866,1.004234777,1.545454213,0.122236436,NA,8.090639955
LOC109644142,0.196736592,1.219482494,0.161327935,0.871835123,NA,7.122026246
LOC109644144,0.693915315,0.558089145,1.243377196,0.21372887,NA,49.57248028
LOC109644146,-0.102111878,0.678373188,-0.150524638,0.880350714,NA,29.12207224
LOC109644161,-0.428562953,1.935663263,-0.221403672,0.824778134,NA,4.784159142
LOC109644168,0.075808917,0.859049952,0.088247391,0.929680052,NA,15.09038191
LOC109644169,-0.45729859,0.933094288,-0.490088297,0.624071419,NA,10.70785268
LOC109644172,0.017211565,0.948183576,0.018152145,0.985517479,NA,13.18055724
LOC109644175,0.118461876,0.61649662,0.192153326,0.847622105,NA,62.63470382
LOC109644176,-0.287167752,0.754323261,-0.380695873,0.703428932,NA,18.94970192
LOC109644178,0.516711011,0.484586348,1.066292961,0.28629123,NA,59.47752337
LOC109644179,5.531879629,2.043696019,2.706801588,0.006793485,NA,4.744399565
LOC109644185,1.161447109,0.699187389,1.661138527,0.096685628,NA,18.13648996
LOC109644199,0.746522377,0.735508216,1.014974898,0.310117793,NA,32.67901254
LOC109644202,-0.017361481,0.430475871,-0.040330905,0.967829315,NA,59.0099151
LOC109644203,1.3093632,0.785413704,1.667100018,0.095494519,NA,24.89465376
LOC109644207,0.154684455,0.640640899,0.24145267,0.809204295,NA,22.28239554
LOC109644208,-0.185478584,0.421116498,-0.44044483,0.659614962,NA,61.67209412
LOC109644213,0.79704687,0.923485258,0.863085646,0.38809038,NA,11.53440038
LOC109644216,0.425943292,1.006498929,0.423192991,0.67215446,NA,8.984437536
LOC109644227,-0.603968587,0.663930114,-0.90968699,0.362987607,NA,46.01036942
LOC109644228,4.128293003,1.596026965,2.586606049,0.009692634,NA,20.63686579
LOC109644236,0.421882363,1.299328104,0.32469271,0.745413653,NA,4.469743269
LOC109644239,-0.299357068,1.510262344,-0.198215276,0.842876636,NA,4.556558716
LOC109644243,0.515191544,0.506518389,1.017123081,0.309094882,NA,51.72213055
LOC109644250,0.749578982,1.080145261,0.693961274,0.487706495,NA,10.59700287
LOC109644251,-0.471319065,1.196615639,-0.393876739,0.693672045,NA,5.933838915
LOC109644256,1.939181089,1.413380962,1.372015855,0.170058502,NA,6.447987021
LOC109644257,1.645815967,0.915876455,1.796984689,0.072338051,NA,39.85160522
LOC109644259,0.606165529,0.531239628,1.141039745,0.253853384,NA,62.74457157
LOC109644269,-0.226311947,0.475070602,-0.476375397,0.633806959,NA,57.86622924
LOC109644270,-0.999938936,0.823211457,-1.214680538,0.224487958,NA,12.21399921
LOC109644275,-1.04597269,0.829885086,-1.26038256,0.20753139,NA,13.05685549
LOC109644278,-0.02802036,0.605876281,-0.04624766,0.963112856,NA,36.6064972
LOC109644279,0.539425432,0.590807113,0.913031377,0.361226039,NA,25.78593433
LOC109644280,0.903330577,0.940593283,0.960383827,0.336862075,NA,10.13664636
LOC109644288,1.370368664,1.216315461,1.126655632,0.259888108,NA,5.503882788
LOC109644293,0.590197474,0.944936704,0.624589426,0.532240561,NA,8.672547371
LOC109644297,-0.086694786,0.591275453,-0.146623348,0.883429324,NA,28.96158619
LOC109644302,-0.297324682,0.546881939,-0.54367252,0.586666846,NA,26.82009815
LOC109644303,0.547237954,0.654094389,0.836634533,0.402798028,NA,20.32923736
LOC109644305,0.500190081,0.92143652,0.542837266,0.587241853,NA,15.12122017
LOC109644309,-0.120484545,0.624421306,-0.192953929,0.846995049,NA,23.35822013
LOC109644312,0.955444115,0.846819758,1.12827329,0.25920452,NA,37.12509274
LOC109644313,0.893121855,0.558190901,1.600029404,0.10959206,NA,32.88384759
LOC109644320,0.057097646,1.010767308,0.056489407,0.954951934,NA,11.11967044
LOC109644321,-0.056131464,0.837733897,-0.06700393,0.946578574,NA,14.58857491
LOC109644339,-0.449530801,0.879835777,-0.510925804,0.609403012,NA,28.67364485
LOC109644350,-0.374376101,1.027562065,-0.364334296,0.715608393,NA,6.445105823
LOC109644358,0.726084806,0.809292028,0.89718517,0.369620117,NA,11.82620137
LOC109644365,-0.120098983,0.903911561,-0.132865856,0.89429947,NA,9.426531246
LOC109644368,-0.239221999,0.73046308,-0.327493621,0.743294567,NA,16.25353667
LOC109644382,-2.685520763,1.722364385,-1.559205931,0.118947648,NA,4.424924164
LOC109644386,-0.195732448,0.564161005,-0.346944305,0.728633161,NA,44.15694913
LOC109644388,-0.612133378,0.461454259,-1.326530997,0.184663875,NA,42.89705793
LOC109644389,0.108673268,1.227493066,0.088532694,0.9294533,NA,7.946994319
LOC109644392,0.315212869,0.432331861,0.729099327,0.465940906,NA,57.23624794
LOC109644396,0.366146275,0.464675795,0.787960723,0.430719681,NA,58.16394785
LOC109644397,1.206275931,0.633914366,1.902900449,0.057053536,NA,23.56049135
LOC109644406,-0.179149496,1.119500303,-0.160026304,0.872860353,NA,5.258859248
LOC109644410,-0.776052146,0.699596478,-1.109285381,0.267307089,NA,49.61834218
LOC109644411,-0.094968061,1.176710196,-0.080706415,0.935675435,NA,6.244239639
LOC109644419,-0.883903229,1.000931958,-0.883080235,0.377192922,NA,10.00950746
LOC109644426,-0.279115639,0.618530754,-0.451255879,0.65180514,NA,22.21213141
LOC109644428,-0.576321204,0.559052668,-1.030888925,0.302592911,NA,29.63329489
LOC109644433,0.131022883,0.710652581,0.184369812,0.85372335,NA,23.80222881
LOC109644434,2.062532961,1.534284421,1.344296359,0.178852573,NA,5.438763952
LOC109644435,0.126123273,0.45647663,0.276297328,0.782319708,NA,55.96700107
LOC109644449,-0.558248332,0.516879267,-1.080036225,0.280126049,NA,48.36072485
LOC109644450,-1.650402147,0.886980569,-1.860697072,0.062786968,NA,10.25050595
LOC109644452,0.100307192,0.749507049,0.133830885,0.893536304,NA,15.68055887
LOC109644453,-0.414320119,0.644669268,-0.642686319,0.52042766,NA,27.91645131
LOC109644457,1.143542587,1.080809239,1.058042942,0.290035865,NA,7.41327315
LOC109644461,0.708718938,0.535989122,1.32226366,0.186080369,NA,50.04544145
LOC109644465,-0.176269256,0.98378925,-0.179173798,0.857801237,NA,9.231123409
LOC109644473,-0.998266974,1.045238103,-0.95506179,0.33954645,NA,10.84140791
LOC109644474,0.065654777,0.821436428,0.079926791,0.936295482,NA,17.12357186
LOC109644481,0.496391196,0.490855494,1.011277661,0.311883555,NA,38.65009888
LOC109644486,0.716215216,1.047543795,0.683709091,0.494158882,NA,7.103004124
LOC109644490,-0.124370977,1.120754127,-0.110970796,0.911639505,NA,5.822749941
LOC109644493,1.011717865,1.372423356,0.737176223,0.461015191,NA,4.574542788
LOC109644500,0.558170643,0.902971883,0.61814842,0.536477507,NA,10.99759461
LOC109644514,-0.215217337,0.498839967,-0.431435633,0.666151645,NA,39.66125645
LOC109644515,0.117512517,0.676575411,0.173687242,0.862111265,NA,17.28216825
LOC109644518,1.366237226,0.834905189,1.636398053,0.101756306,NA,11.01742885
LOC109644521,0.347798303,0.57390687,0.606018714,0.544502326,NA,24.1181203
LOC109644531,-0.118654579,0.630918856,-0.188066306,0.850824674,NA,18.8782937
LOC109644533,3.69490653,1.225098691,3.016007246,0.002561271,NA,27.00615988
LOC109644536,1.2952101,1.669306432,0.775897148,0.437809717,NA,5.347199894
LOC109644538,-0.238989337,0.74715157,-0.319867276,0.749068946,NA,19.62327605
LOC109644547,1.739890416,1.521485436,1.143547204,0.252811468,NA,4.57303968
LOC109644549,0.756552715,0.531131674,1.424416491,0.154325943,NA,37.8710087
LOC109644551,0.494652185,1.41350675,0.349946815,0.726378612,NA,8.236060908
LOC109644562,0.247940594,1.050342333,0.236056937,0.813388489,NA,7.42822899
LOC109644571,0.283254633,1.264792607,0.223953423,0.822793546,NA,4.241347727
LOC109644575,0.938238554,0.694182768,1.351572809,0.176512014,NA,16.85092446
LOC109644577,0.10790594,0.426139088,0.253217654,0.800100025,NA,57.64947675
LOC109644579,0.764189019,1.554871981,0.491480346,0.62308675,NA,6.677719886
LOC109644581,-0.064293516,0.627699013,-0.102427302,0.918417514,NA,26.5517875
LOC109644583,-0.778228891,0.506166859,-1.537494755,0.124172198,NA,49.75402461
LOC109644588,-0.218373561,0.839129915,-0.260238084,0.794680129,NA,11.75159223
LOC109644596,0.127708773,0.443102363,0.288215057,0.773182124,NA,54.08631486
LOC109644599,-2.229817991,1.504365367,-1.482231671,0.138278662,NA,14.81550742
LOC109644600,-0.52435876,0.640864916,-0.818204814,0.413240247,NA,19.17164237
LOC109644602,0.320101362,0.462141103,0.692648544,0.488530138,NA,57.84693631
LOC109644614,-1.103714959,0.651193475,-1.694910963,0.090092312,NA,29.75504089
LOC109644620,-0.720343018,0.909420315,-0.792090309,0.428308021,NA,8.655243957
LOC109644624,-0.885291347,1.106204221,-0.800296482,0.423539041,NA,5.777087612
LOC109644625,-0.013527602,0.631420505,-0.021424077,0.982907367,NA,20.2201732
LOC109644629,0.300368624,0.934379799,0.321463097,0.747859474,NA,18.90463972
LOC109644631,0.17490571,0.524264396,0.333621187,0.738665429,NA,45.69603698
LOC109644639,0.857503733,0.898207436,0.954683404,0.339737825,NA,21.80208461
LOC109644644,-0.010829081,0.865694297,-0.012509128,0.99001942,NA,11.29457525
LOC109644650,1.193038818,1.151970819,1.035650208,0.300365359,NA,11.68568483
LOC109644655,0.033540911,1.511333639,0.022192923,0.982294063,NA,5.245652789
LOC109644657,-1.06974919,1.293648593,-0.826924093,0.408280087,NA,6.424984227
LOC109644659,-2.839274625,1.53592681,-1.848574167,0.064519326,NA,11.03290528
LOC109644664,0.921052855,0.73827924,1.247567052,0.212189651,NA,14.44566076
LOC109644666,1.866891162,1.610151997,1.159450266,0.246272698,NA,6.075660043
LOC109644669,2.484867546,0.91762121,2.707944758,0.006770129,NA,21.08608333
LOC109644671,0.171805403,0.48367299,0.355209835,0.722432397,NA,53.76955285
LOC109644674,-0.902054591,0.451688234,-1.997073475,0.045817202,NA,57.00725494
LOC109644675,-0.091669163,0.782533737,-0.117144039,0.906745912,NA,28.26086413
LOC109644678,0.084973717,0.60532882,0.14037613,0.888362816,NA,24.90989369
LOC109644679,0.353177974,0.677135431,0.521576568,0.601965182,NA,18.1474239
LOC109644680,0.957667743,1.285415764,0.745025672,0.4562562,NA,4.400286137
LOC109644682,1.064948463,0.845219794,1.259966308,0.207681517,NA,19.62450174
LOC109644683,-1.807716136,1.191513984,-1.517158976,0.129226551,NA,7.508570476
LOC109644686,-0.326930604,0.690447518,-0.473505365,0.635852674,NA,15.76251292
LOC109644692,-1.122920613,1.049823299,-1.069628207,0.284786694,NA,24.00423609
LOC109644693,-0.185078808,0.591174518,-0.313069664,0.754227736,NA,28.56883664
LOC109644695,0.047061872,0.486041141,0.096826932,0.922863836,NA,49.75442913
LOC109644698,-0.800294255,0.911712389,-0.877792454,0.38005636,NA,13.35452514
LOC109644699,0.052423423,0.680130137,0.077078517,0.938561083,NA,17.31521929
LOC109644706,-1.185547957,1.1878627,-0.998051338,0.318254465,NA,5.275107838
LOC109644708,-0.264863468,0.502073263,-0.52753948,0.597819008,NA,38.22551281
LOC109644709,-0.099116473,0.669664213,-0.148009213,0.882335497,NA,22.25439087
LOC109644710,0.288161222,0.472781344,0.6095021,0.542191681,NA,43.74479564
LOC109644711,0.007772657,0.905046334,0.008588131,0.993147747,NA,9.928511019
LOC109644712,-1.323324289,0.727159542,-1.819854121,0.068781223,NA,14.46560341
LOC109644716,-0.596659633,1.212210494,-0.492207942,0.62257235,NA,5.182310745
LOC109644721,0.114442157,0.629423364,0.181820637,0.855723489,NA,36.33691775
LOC109644726,-0.41749677,0.631781704,-0.660824408,0.508724928,NA,22.06110348
LOC109644730,-0.556062604,0.527498467,-1.05415018,0.291814165,NA,32.7591545
LOC109644731,-0.58748319,0.601574424,-0.976576076,0.328779068,NA,30.42405926
LOC109644733,-0.136653396,0.863811709,-0.158198128,0.874300679,NA,11.71037244
LOC109644734,0.549836061,0.870621187,0.631544544,0.527684533,NA,9.023533462
LOC109644739,-0.19874023,0.736792138,-0.269737176,0.787362458,NA,13.00443675
LOC109644747,-0.1825555,0.530299033,-0.34425011,0.7306582,NA,39.28825906
LOC109644748,-0.845095557,0.49388854,-1.711105823,0.087061579,NA,45.34281307
LOC109644749,0.322842418,1.54699281,0.208690316,0.834690001,NA,3.724595138
LOC109644756,-0.915385254,1.011313025,-0.905145322,0.365388405,NA,7.856815376
LOC109644759,-1.787550741,1.497059094,-1.194041537,0.232461721,NA,4.371209331
LOC109644764,0.251576429,0.555027674,0.453268262,0.650355584,NA,31.53192199
LOC109644767,-0.797650699,0.696805906,-1.144724367,0.252323354,NA,16.24447041
LOC109644768,-0.381891391,0.605065376,-0.631157236,0.52793772,NA,56.88536175
LOC109644769,-0.435023425,0.547889613,-0.793998307,0.427196417,NA,30.07355869
LOC109644771,0.823631181,1.27497566,0.645997572,0.518280928,NA,6.939096417
LOC109644773,0.370546084,0.53595284,0.691378151,0.489327931,NA,32.54796795
LOC109644774,1.044613449,0.827020329,1.263104924,0.206551475,NA,30.86046632
LOC109644775,1.559385324,0.872456948,1.787349311,0.073881049,NA,21.57900714
LOC109644781,-0.55461048,0.84303238,-0.657875656,0.510618035,NA,16.05381286
LOC109644785,-0.935254238,1.616115042,-0.578705237,0.562788082,NA,3.997727979
LOC109644789,0.407609872,1.605022343,0.253959002,0.799527232,NA,4.462308174
LOC109644791,1.084596918,0.807711149,1.342802955,0.179335786,NA,11.84286536
LOC109644793,-0.516642821,0.793403628,-0.651172748,0.51493498,NA,11.2146188
LOC109644798,-0.512338106,0.823946422,-0.621809977,0.534066825,NA,11.92665265
LOC109644801,-1.117820656,1.062803056,-1.051766506,0.29290669,NA,7.978533816
LOC109644807,-0.16683545,0.511666073,-0.326063147,0.744376579,NA,40.4455483
LOC109644812,-0.558089992,1.556118274,-0.358642399,0.719862624,NA,4.107823476
LOC109644813,-0.314027217,0.56444966,-0.556342292,0.577976881,NA,24.9142783
LOC109644816,-0.400123017,0.539382666,-0.741816604,0.458198459,NA,35.81192823
LOC109644817,-0.815324847,1.599993588,-0.509580072,0.610345688,NA,4.90823055
LOC109644827,0.336108813,0.588696873,0.570936977,0.568042364,NA,37.73672357
LOC109644834,0.841863268,0.730876948,1.151853634,0.249381224,NA,27.87859452
LOC109644835,0.634983118,1.162036898,0.54643972,0.584763713,NA,4.984979084
LOC109644839,-0.369235608,1.11299443,-0.331749735,0.740078242,NA,27.26398903
LOC109644841,0.836503186,0.807723832,1.035630191,0.300374701,NA,12.56506012
LOC109644848,1.8018734,0.659705688,2.731329188,0.006307943,NA,58.98614985
LOC109644861,-0.837205675,0.828956382,-1.009951419,0.312518566,NA,11.85798908
LOC109644864,-0.577381645,1.137246734,-0.5077013,0.611662837,NA,5.66639703
LOC109644865,1.07744199,0.654664927,1.645791526,0.099806688,NA,37.89926309
LOC109644866,0.104803759,0.726854231,0.14418814,0.885351906,NA,16.35883723
LOC109644880,0.696886471,0.629524193,1.107005067,0.268291738,NA,20.05851732
LOC109644885,-0.210524831,0.593962366,-0.354441365,0.72300814,NA,36.3242552
LOC109644892,0.320469177,1.170597474,0.273765478,0.784264855,NA,4.925816229
LOC109644905,0.371996108,0.672378726,0.553253834,0.580089609,NA,26.07541834
LOC109644910,-0.124546247,1.243932481,-0.100122996,0.920246679,NA,4.957436059
LOC109644914,0.564410155,1.083543028,0.520893163,0.602441199,NA,7.346808566
LOC109644917,-0.978495551,0.912241297,-1.072627993,0.28343806,NA,8.283253912
LOC109644920,0.016529555,0.746890365,0.022131167,0.982343325,NA,19.40730707
LOC109644926,0.19871595,0.476781378,0.416786308,0.676834718,NA,56.3528695
LOC109644927,1.349015948,1.444088179,0.934164525,0.350219032,NA,18.03724791
LOC109644939,0.533234155,0.446853569,1.193308483,0.232748581,NA,57.53677312
LOC109644942,-0.355695993,1.064076101,-0.334276837,0.738170668,NA,8.986908576
LOC109644943,-1.051090558,1.630618442,-0.644596265,0.519188856,NA,4.152984832
LOC109644945,0.519653842,0.67559207,0.769182862,0.441784763,NA,40.24167729
