NAME,rank
LIN28A,5.8863395538825
BCO2,5.69750927381619
ULK2,5.73838116464233
KCNE1,5.61517227026216
ANGPTL3,4.77290430211345
CXCR4,4.5638731236969
NEUROD2,4.36478425450032
P4HA2,4.28739402788783
CUNH14ORF180,4.26284379380504
ELL,4.20322361189558
PDP1,4.0431343860629
GADD45G,3.96434530016569
JUN,3.77066976668037
DENND3,3.77662641965885
KIF20A,3.73801372147715
BOK,3.6880354180563
TOR3A,3.69698460223236
SNX24,3.67287291705591
SEMA5A,3.60250578692977
TMPRSS15,3.60977146256263
ZBTB21,3.53506252910486
KLF15,3.35637756238353
TET3,3.28190579377481
PPTC7,3.30455594474584
STBD1,3.29393469765567
STARD5,3.2114654800677
CIDEC,-3.18453254608508
MAP3K8,3.16225504546338
CENPN,3.14906328558255
SOAT1,3.11330324819315
FAM214B,-3.10595429781155
CEBPA,3.02064473365026
ELOVL5,2.98343932572458
LONP1,2.97311301722645
TXNIP,2.97015464131509
ICE2,-2.95864330115848
TMEM244,2.92147501627581
SRSF5,-2.87144393117468
ATF3,2.85015101455422
G0S2,2.83529100685098
PPP1R3B,2.83782091243125
FOSL1,2.80612059763546
PRPF31,-2.8001866686812
VSTM5,2.7897542394281
MGEA5,-2.75907642560059
TMPRSS7,2.7480274147322
HPS6,2.73814960452857
TMCC3,-2.7118377296872
RGCC,2.70744317411117
CAMSAP2,2.70152489205092
FBXO31,2.68934904040441
BBS1,2.65541800049697
CISH,-2.6493363761007
WNT9A,-2.63719372443793
MYOM1,2.6063282919647
ANKRD9,2.60347812019926
FLCN,2.59761480515164
EIF2AK3,2.58345548977612
RBMX,2.57701530746748
DDIT4,2.56746864002782
OPN3,2.51927501786152
ATP10A,2.52001226114921
TMEM45A,2.4931219737462
BCL2L14,2.49234883312387
PLBD1,2.49715981514032
APTX,2.4774874465002
P4HA1,2.47160847528269
HOOK3,2.46866555185631
CUNH3ORF52,2.45886083978612
ADPRHL1,2.4423745911844
SLC25A20,2.43018389080313
RNF208,2.41818261895719
BLM,-2.3955249409213
IFRD1,2.33595996612694
NT5E,2.32143355977719
PKIB,2.30089147791024
ARF4,2.30674534046857
GLS2,-2.29440182438648
PPP1R10,2.29351666681233
MTF2,-2.26208338327106
FAIM2,2.25680788447378
SERTAD2,2.24508870238913
DNMT1,-2.24662027690427
LURAP1L,2.23231225923167
RHOF,-2.22647173431123
SYCP1,-2.21087553147158
ELOVL7,2.21100451190987
OTX1,2.21344836771684
SLC25A16,2.20308362546697
LMTK3,2.2036322671676
CCNJ,2.19253711467163
FOXN2,2.18490899973865
ATF2,2.19185157267739
LIN37,-2.19958860437492
CNN1,2.18846329380595
ATXN7L2,2.17862525128428
PHC3,-2.17438443698329
CACNB1,-2.17371952785985
HNF1B,2.1661409605616
COLGALT1,2.15103358675605
DIS3L2,-2.14910162065787
NFYB,-2.13727170838801
SLC38A4,2.13349753236766
LYSMD3,2.11924024921541
RBM15B,2.11851291949819
IRAK1,2.11907285776913
MDGA2,2.11255948904906
TTYH1,2.09914213188659
SPECC1L,2.10980083965481
MSANTD1,2.10231278711429
COQ10B,2.1027767914964
RBM12,-2.10556111923917
NUFIP2,2.09555669607985
RHOQ,-2.09137735426743
SART1,-2.09263588939518
DUSP8,2.08457307661966
ERAL1,-2.06748555603823
CUNH21ORF59,2.07163723387161
CIART,2.07386261489005
SLC15A1,2.06740823072044
HEBP1,2.06931043887742
PNPLA2,2.06088307311388
FAM102A,2.05821727762558
PPIG,-2.05058973884937
RIN2,-2.0367710262082
FAM198B,-2.04006253051493
DCAF17,-2.0282403940671
MTHFD2,2.02747327071176
PMM1,2.01159518478091
CNGA3,2.00813725540912
ALPK2,1.98765602575838
PCGF3,1.9870341485295
NR4A3,1.97514385286499
FRRS1L,1.96179246476371
RALGDS,1.963511274308
NFE2L1,1.9582560558373
IPPK,1.95983661641783
CUNH11ORF57,1.94796877147214
CHAF1A,-1.9413133402147
ARRDC3,-1.94139087360462
SFRP5,1.9359697219548
HES1,1.93167431654648
CSNK1D,1.93131224785918
DHODH,-1.91783841393605
DGCR8,-1.92012297505794
SKIL,1.8930132252661
GET4,-1.89407906896518
AAR2,-1.88782690120305
SLC24A4,1.88157365902489
STARD7,1.87541045076897
COL1A2,1.87576223387554
SLC3A2,1.86984141539618
AAED1,1.87056061078807
WISP2,1.87202501904718
MPV17L,1.85436397648613
TRIP13,-1.85793930443034
MAP4K5,1.85716285855441
TBC1D2B,1.84881713748102
ALDOC,1.83176426144955
RNF157,1.82994000809679
RGS3,1.81724925853882
SF3B4,-1.81804109492775
SULT6B1,1.81561143661026
SMAD6,1.81371094729981
PFKFB3,1.80781243848156
HNF4A,-1.80596375349747
HEMK1,1.80412706264514
BPHL,1.80166071026946
GRASP,1.79943307821776
CREB3L2,1.79973423597888
PIWIL1,-1.79411260189563
SGPP2,1.79389734111685
FAM107B,1.78948005979102
GRINA,1.78656755043935
LIN9,-1.78501477744439
RREB1,1.78712747070569
ATP4B,1.78047420817291
UBE2A,1.77373156153991
CTGF,1.77108490510216
THNSL2,1.77217092355507
GAS2L3,1.76541093902862
FAM234B,1.76304064696292
ARID3B,1.76044030001447
DCAF4,1.76117593503191
KIAA0513,1.75531053269072
WNT8B,1.75148371959843
USP42,1.73507986242099
PAK4,1.73464315566695
TAT,1.73390530013007
MAP3K10,1.73118070806706
BMPR1B,-1.72884612000585
PGAP3,1.72688894192728
GTF2F1,-1.72183588094823
MTR,1.71829173035326
BMI1,-1.71885676786232
PPP1CC,1.7201897846277
TRAF6,1.71505036759973
DDX27,-1.71039601299878
AHSA1,1.7080830720762
SMPD1,1.70086013771216
NUAK1,1.69185183431645
SRM,1.68600095981098
FANCF,-1.68080063536809
SMAD7,1.66582918695194
ISCA2,1.66436668514417
SF1,-1.6701196598355
SPRTN,1.66626947188661
HSPBP1,1.66531110499592
MFSD13A,1.6602478877794
CYSTM1,1.65633280068078
USP39,-1.65528527558547
SOD3,1.65292095388449
JUNB,1.65112228445393
CFAP65,-1.64993869090804
INTS6,1.63932526386617
PLOD3,1.63824650227373
ADAL,-1.63675977364129
IVNS1ABP,1.6329034027854
SIRT1,1.62629105161479
FOSL2,1.6261576682648
SHMT2,-1.63170229782088
PHLDA2,1.62678943301738
FAM13B,1.61887963292954
KIF5B,1.6196507243437
KIF1B,1.61589226396525
NRF1,-1.62324988006731
AKR1D1,-1.62291276004132
FAM134C,-1.61615517341716
SERPINE1,1.61648421137267
ABCB10,1.61416333173187
PPARG,-1.61316619654481
AASDH,-1.60953775972565
CDC42EP5,1.60915949282489
CHORDC1,1.60623152904245
RASGEF1C,1.57522349857911
TP53I11,-1.58389336565514
MIGA2,1.57581454448523
SRRM1,-1.58100993398329
UVRAG,-1.5771571874616
MYLPF,1.58004961424439
SHPRH,-1.57668503749924
SHC4,1.58513668695139
LIMCH1,-1.57590910982011
MARK3,1.58485957134628
DNAJC25,1.58357029054916
MED4,1.58984033063343
RHEB,1.57196202017489
RASSF9,1.55979244688478
DLL1,1.565129934525
NLN,-1.55835379736144
SNX29,1.54606848343435
KLF1,-1.55212530824627
SIK2,1.54776595211632
MMP9,-1.54860664425823
SYTL5,1.5518319638563
LOXL2,1.54771834448342
MRM2,1.55629966849241
DDIT3,1.55620409361913
AKAP12,1.54887143802438
USP1,-1.56029472172248
SMARCAD1,-1.55108309564409
NICN1,1.55415341908515
CIB1,1.5381434393914
TOX3,-1.54322841005675
CEMIP,1.54215096937961
KPNA1,1.54003692290688
CUNH15ORF48,1.54325023196757
MED17,-1.53809424372671
SNUPN,-1.53307044014851
PDIA6,1.53329158751921
FOXF1,-1.53497545613737
DUS3L,-1.53303575560802
ZC3H4,1.53284021752578
TSN,-1.53281821469519
CBY1,1.53186426610785
TSNAXIP1,1.53042962148122
FAM43B,1.51966648763094
METTL17,-1.51751913616273
IER2,1.51531134633137
FAM3A,1.51258499986601
LDLRAD2,1.51315162505257
ZMYND19,1.51061227433754
HSPA13,1.50686582978131
MGLL,-1.50466816239213
IL15RA,1.505008089619
ARL9,-1.50305219491095
CCND1,-1.49865258512424
U2AF2,-1.49838320184017
ZPR1,1.4994528922125
GENE-KEF66_T10,-1.50040256078446
SEC22C,-1.49531607705121
CDC23,-1.49588776103059
EPCAM,1.47924889628857
MYPN,1.47962393021425
BMP5,1.48759544180639
INTS14,-1.47862918504092
SNU13,-1.49365573826938
KBTBD8,1.48084486149459
NOXO1,1.47423155734381
ZEB2,-1.4867749857911
RCAN1,1.48403687914145
NATD1,-1.48482832168725
XPNPEP3,1.47767996245617
TNIP2,1.48595722300145
CNST,-1.47222193537633
HOPX,1.47146457144703
MGP,1.46854403496315
NEU1,1.46896616107192
FAAP24,-1.46848583547906
KANK1,-1.46611185492534
HCN2,1.46500182418816
LRPAP1,1.4646743547486
CDC37,1.46045135453684
DDX10,1.45936254029202
CUNH2ORF82,1.45545945928016
FKBP8,1.44667944967693
CSDC2,1.44963671681903
RAB11FIP3,1.45349600069972
PPM1D,1.44974755938256
ZCCHC17,-1.44858769608129
TRAPPC9,1.4499957700096
MKNK2,1.44574308628823
GLRX2,1.45410778149165
PLEKHA6,-1.44787855983445
FLII,1.45068283410951
DNAJB6,1.44401834203722
HSPB8,1.44119470177766
CAMK2N2,1.43542921028394
CACYBP,1.42713736870274
SLC39A13,1.42790181828474
KCTD3,1.4266346181542
NRARP,1.42669793760801
FAM234A,1.42792003288582
CUNH1ORF50,-1.42657835920703
MTF1,1.42749557230312
XPO6,1.4326487609661
CUNH18ORF8,1.42826991110806
PGPEP1,1.41973155139279
KMT5B,1.42196076429149
DGAT2,1.40844322603733
DEPDC1B,1.406530137608
RAD9B,1.40683377005854
INPP5K,1.40646128476795
CENPP,1.40645931037295
NRM,1.40762054794731
PRMT7,-1.396002966145
GMCL1,1.39636872274233
WISP1,1.39835674919499
SP1,-1.40120111926238
ALAS1,1.4008717203323
SMC6,-1.39690262042576
NUP85,-1.3957455735497
SFXN1,-1.38118573531252
TMEM173,1.39052190930321
RIPK2,1.37736638455837
CEBPD,1.3767089700832
WDR41,-1.37603618561876
RAI14,1.38250715682401
PHF13,1.37611008605877
NGDN,-1.38191482574911
XKR9,1.38532506167691
FBXO40,1.37661565098462
BCAP29,1.39011125579623
SF3A3,-1.38030599868809
VEGFA,1.37620809518956
TAB2,-1.38435596842157
BLOC1S1,1.37879398165063
TBC1D16,-1.38083503525813
TCTN3,1.38264546871204
RBPJL,-1.39154087443353
RNF139,1.37717376421127
DUSP1,1.38050831210179
WNT16,1.38736412171378
KPNA6,1.37484484674089
RNASEH2C,-1.36368864057913
HIF1AN,1.36523627028546
WRNIP1,1.36611250722391
TLR5,1.37264442589162
TUFT1,1.36665414591149
P2RX4,1.36346285287235
PTPRD,1.36233917149956
NOL8,-1.37057215054798
GCK,1.36421105376825
ERO1A,1.36006400972455
SF3A2,-1.35617467733029
CIR1,-1.35720551109413
BAG2,1.34636426239362
RRAD,1.35072439364589
SNRPA1,-1.34646728986169
PTGIS,1.3496916841862
SLC35G2,1.34684485805754
GPC6,1.34846305975642
GPATCH1,-1.35358257956126
RMDN3,1.34642039920866
ZNF652,-1.35080041574593
MCM7,-1.34908392645651
SLC9A5,1.34280994762891
FLRT2,-1.34010653694172
DNAJC12,-1.33134794298571
PIR,1.33565924075494
KIAA1109,1.33796188960033
GLT8D1,1.3312606883155
ASB6,-1.332173153599
FKBPL,-1.33918657573998
FNDC3B,1.33269334832519
CCDC117,1.33196417840813
HEMGN,-1.33076174865139
RCOR3,-1.33117885986632
SREK1IP1,-1.33012865203829
SPAG5,-1.32963319456617
DDHD2,-1.32881820545565
SETD7,-1.32309367785846
URB1,-1.32462132877777
ERBB4,1.32511570029514
HCFC2,1.32461481612033
PSMG3,-1.32222542908626
CUNH17ORF97,1.32591549188843
ST5,1.32181989491676
ADM,1.3228571409298
ADAMTS1,1.32465893420502
FBXO32,1.31949839931668
HGFAC,1.31947616738415
JAG1,-1.31722929110034
TIAL1,1.27330578125471
KLHDC3,1.28917522625296
PRR18,1.29629082784219
XPO5,-1.28657609413972
POLH,1.28998707182111
EDRF1,1.29865983512165
MAPRE2,1.29386538531995
E2F4,-1.30246856360864
TBL1XR1,-1.27449221823847
SIN3B,-1.27791647633433
MATK,1.29865889119794
GGCX,1.27304987176461
PRKAR1A,1.3114147918934
FAM53B,-1.30836686598753
FAXDC2,1.29982063169571
RBBP8,-1.28765208497054
CHPF2,1.29195126990973
AHCYL1,1.27353009967072
FAIM,1.28213388882822
PLOD1,1.27034351676117
E2F3,-1.27372874692939
SGK1,1.27406570471185
FDPS,1.30010455860632
TMEM245,1.28100612308104
ETHE1,1.29616926058979
UBTF,-1.30953267771805
SNX8,1.30401006500511
PCSK7,1.28190059076546
MRPS17,-1.2702020020481
CRTC1,1.3086496342587
JUND,1.27705018792206
DLG1,1.31534811849216
PDE3B,1.31543225402898
CRISPLD2,1.27200070564638
PDXP,1.30103514935791
UGT8,1.29965356199016
RASL10A,1.31252726151142
CDK7,-1.2792609381334
DPM3,-1.3146330914652
TMEM33,1.29330786924063
PIH1D1,1.28015780360977
DRAM2,1.28210931401735
G6PC,1.2705215201289
CORIN,1.29097843012496
RBMX2,-1.29810846627257
PALB2,-1.27840949887974
GENE-KEF66_T09,-1.28596880498745
VPS37A,1.26784169551285
DST,1.26515982141814
TTC16,-1.26472931731446
FUBP1,-1.26262454037602
TUT1,-1.26331947578652
KCNA4,1.26221648804493
SMPD4,1.26219758220195
FAM83C,-1.26105044857743
ACOX3,-1.26070496543174
PAOX,1.25955515325051
CXCL14,1.25788650148692
UNC119B,1.25836292244807
POLR2G,-1.25205898745736
RAPSN,1.24895578721867
POLE4,-1.25485697209301
DMAP1,-1.25000059791135
HMCES,1.24864701796014
FNDC3A,1.25536206504082
IL17RB,1.25063961214299
RBM42,-1.25396802770986
SESN1,-1.2504594440575
NDEL1,1.25589979037514
AIP,1.24963939210765
ATG14,-1.25526136716793
RYR2,1.24518135915365
DBF4,-1.24473961577334
MPP5,-1.24480376450673
SLC38A7,1.24562179090683
WDR45,-1.24434869551949
POLR3G,1.24139093947134
QPRT,-1.23864886140397
ASNS,1.23743355400178
TCF20,-1.2366923558227
FLT4,-1.23335796820747
CCDC174,-1.23399969919391
SARAF,1.23019833105396
GAA,1.22925457026879
RNF169,1.22830933647302
MLLT11,1.22830630054985
SRSF3,-1.22646830656901
GPRC5C,1.22622627259237
VEGFB,1.22063047088504
DDX41,-1.21104988821822
SCAPER,1.21463264681498
CMTM4,1.20972483878856
MMP15,1.20592723762098
KLF4,1.21493476521575
CUNH5ORF42,1.21670511135588
HSPB1,1.2004537039224
WDR77,-1.20493883972054
PDCD6,1.20388524618782
BMP6,1.20787307515626
FOSB,1.2143634315326
GSK3B,-1.20205338519293
CKAP4,1.21106706540397
FLAD1,-1.21731358511986
SH3D21,-1.20839058208449
CTU1,1.20997600734508
CTSC,1.22069874597025
BAD,-1.21448260863952
MICAL2,-1.2137074272249
CISD2,1.21109337444498
UBA2,1.2103876324165
GHSR,1.20170295865425
ISG20L2,-1.20032843450991
ANO7,1.20117644110183
STYK1,-1.20708330670461
MRM1,1.2063278594635
GADD45B,1.20874633120291
JMJD6,1.22265406841982
RBM34,-1.21278100686028
ZNF521,-1.19877266242321
TBC1D17,1.1977695179082
NOX4,-1.19632540522691
RABAC1,1.19573205131892
HSPA9,1.19264250404316
ARG2,1.19185572157628
DHRS1,-1.19051887948855
ZNF827,-1.18802845298898
ADGRG7,1.18965675329262
TNS3,1.18700744006134
HSDL1,1.18568771452423
NKAP,-1.18529546930763
DDR2,1.18485185707196
SP4,-1.1801491734001
RNF19A,-1.18020593325078
PDGFD,-1.18035191691947
METTL14,-1.18226092170215
KAT14,-1.18057138376306
HDAC3,-1.17872804733864
PIP4K2A,-1.17886531594068
ZFAND5,1.17402650317905
PTGES3,1.17422894072621
CENPT,1.17092505678698
RAMP2,1.16666712671888
RFFL,-1.16463567456865
BFSP2,1.16640881811702
NUDCD3,1.16338087300364
CENPO,-1.16303057087377
SPOCK2,1.15804655830993
TFAM,-1.15433869062215
NRDE2,-1.153914068617
STIP1,1.15377617557694
RHBDL2,1.1539220136627
SCARA3,1.15553968289014
SH3TC1,-1.15590315142895
TAF8,-1.15622601518864
GHITM,1.15298130191815
ANAPC4,-1.15144762429895
ENPEP,1.15040318253018
NUP210,-1.15072902768839
HBP1,-1.14226084008082
TADA2A,-1.14141110917629
PDLIM1,1.13646269176778
NFATC3,-1.13579005016177
FAM76B,-1.13644522013276
CACNG2,-1.13936225065273
B4GALT7,1.13925240162823
CDCA4,1.13709971150719
MISP,-1.13844779699917
STOX1,-1.12733987345393
SNED1,-1.13060943730311
GPAM,-1.13480868891227
BCL9L,1.12687982774409
TMEM209,-1.12798137142208
ANKLE2,1.12807237695861
UHRF1BP1,-1.12711937058006
ITGA7,1.12694950814294
LPGAT1,-1.12831010440566
GLDC,1.1304715969554
MAPKAPK5,1.12779277756848
AKAP1,1.13151458716577
THSD7A,1.12746596455705
PRPH2,1.13442193311688
CREM,1.1248723515981
PDE6A,-0.298787019881243
ARHGEF37,-0.124143743727027
IKBKAP,-0.76134988590256
SLC26A2,0.683448781577048
LMAN2,0.47249554377305
ATOX1,0.369097907333824
SPARC,1.01695071221201
G3BP1,0.562651745573914
EGF,0.509593997886246
PITX2,-0.314282161263189
ELOVL6,0.875918362567805
GAR1,0.0711068759611359
ASB5,-0.269214415549572
NEIL3,-0.179444367932691
AGA,0.504578045005329
TDO2,-0.0740546204373335
CTSO,0.449254781405722
COPS6,0.0764966284912459
FBXL12,-0.342419880890475
BOD1L1,-0.0086034320707493
SHISA3,-0.40444899515845
ATP8A1,-0.082484789158695
CLNK,0.273547523271388
RAB28,-0.0785180029276278
HS3ST1,0.0781461920968355
GSR,0.141941620652034
KLHL3,-1.00717378166224
MAEA,-0.250938682201546
CTBP1,0.676709414966893
FGFRL1,-0.0389207955726328
SMYD5,0.559752281116859
PCDH19,0.0376703910137666
ENOX2,0.122309577761967
MED12,-0.944196543619806
BTK,-0.54535324798408
ABCC5,0.373315489973742
MARS2,-0.744062004835185
TIMM8A,-0.449413071010237
GLA,0.0851413827087762
DIAPH2,0.895256410191371
ATP11C,-0.181097675112687
PDZD11,0.0149729347744355
RAB41,0.0760007374471956
P2RY4,-0.360325609231477
DLG3,-0.232693307862627
SEPT6,-0.29147586786069
OCRL,-0.633251828597134
ZDHHC9,0.338731383127703
SYTL4,-0.142993406501713
BCORL1,1.11502475570702
CSTF2,-0.567047770643361
ARHGEF6,-0.072645684907823
NKRF,-0.0472995160039167
SOWAHD,-0.687471013170056
RPL39,0.578683355774592
UPF3B,-0.0814169765920426
NDUFA1,0.179110826640007
LAMP2,-0.139989325403381
CUL4B,0.0394834703838212
MCTS1,-0.361245071709746
C1GALT1C1,0.133069980013411
APLN,-0.202232124970667
XPNPEP2,-0.0395363717521573
SASH3,-0.159510879968928
TRMT12,0.383577739987504
SRPX2,0.201966239093477
